timestamps,TP9,AF7,AF8,TP10,Right AUX
1639814238.362,966.309,-30.273,-20.508,213.867,0.000,0
1639814238.367,966.309,-33.691,-27.832,253.418,0.000,0
1639814238.371,966.797,-26.367,-37.598,277.344,0.000,0
1639814238.375,966.309,-19.043,-21.973,220.215,0.000,0
1639814238.379,966.309,-29.297,-8.301,235.352,0.000,0
1639814238.384,966.309,-30.762,-13.672,289.551,0.000,0
1639814238.388,966.309,-5.371,-0.977,360.840,0.000,0
1639814238.377,966.309,15.625,13.672,393.555,0.000,0
1639814238.382,966.797,-7.324,-5.859,366.211,0.000,0
1639814238.386,966.797,-16.602,5.371,384.766,0.000,0
1639814238.390,966.797,-0.488,29.785,449.707,0.000,0
1639814238.394,966.309,5.371,33.203,535.645,0.000,0
1639814238.399,966.309,26.367,27.344,622.559,0.000,0
1639814238.403,966.797,10.254,1.465,596.191,0.000,0
1639814238.407,966.309,-1.465,12.207,541.992,0.000,0
1639814238.411,966.797,12.695,42.480,592.773,0.000,0
1639814238.415,966.797,8.789,38.086,637.695,0.000,0
1639814238.420,966.309,15.137,31.250,680.664,0.000,0
1639814238.424,966.797,-7.812,16.113,628.906,0.000,0
1639814238.416,966.797,-48.828,0.000,511.230,0.000,0
1639814238.420,966.309,-57.617,-8.789,499.512,0.000,0
1639814238.424,966.309,-43.457,-3.906,488.281,0.000,0
1639814238.428,966.309,-24.414,-12.695,490.234,0.000,0
1639814238.433,966.309,-50.293,-58.594,420.410,0.000,0
1639814238.437,966.309,-107.422,-87.402,287.109,0.000,0
1639814238.441,966.309,-104.492,-81.055,255.371,0.000,0
1639814238.445,966.797,-75.684,-61.035,262.207,0.000,0
1639814238.449,966.309,-59.082,-58.594,288.086,0.000,0
1639814238.453,966.309,-68.848,-78.613,254.883,0.000,0
1639814238.458,966.797,-96.680,-78.613,150.391,0.000,0
1639814238.462,966.797,-114.746,-80.566,107.422,0.000,0
1639814238.455,966.309,-111.328,-106.934,119.141,0.000,0
1639814238.459,966.797,-80.566,-106.445,159.668,0.000,0
1639814238.463,966.797,-74.219,-97.656,137.695,0.000,0
1639814238.467,966.309,-99.609,-94.727,32.227,0.000,0
1639814238.471,966.309,-113.281,-102.539,0.000,0.000,0
1639814238.476,966.309,-112.793,-116.699,15.625,0.000,0
1639814238.480,966.797,-87.402,-104.004,67.383,0.000,0
1639814238.484,966.309,-60.059,-102.051,78.613,0.000,0
1639814238.488,966.309,-81.055,-117.676,-32.227,0.000,0
1639814238.492,966.309,-109.863,-114.746,-83.984,0.000,0
1639814238.496,969.238,-97.656,-94.238,-49.805,0.000,0
1639814238.500,953.613,-67.871,-89.355,-0.488,0.000,0
1639814238.494,926.270,-49.316,-104.004,25.879,0.000,0
